"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2022","2022",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2015","2015",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2016","2016",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2017","2017",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2018","2018",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2019","2019",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2020","2020",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2021","2021",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NOR","Norway","2022","2022",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NOR","Norway","2010","2010",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NOR","Norway","2011","2011",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NOR","Norway","2012","2012",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NOR","Norway","2013","2013",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NOR","Norway","2014","2014",0,,
"PHINPMPI","Primary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NOR","Norway","2015","2015",0,,
